id_tenant,sleep_schedule,work_shift,energy_rhythm,education_level,budget,languages_spoken,social_level,cleanliness_rating,likes_reading,likes_cooking,cooking_preference,on_diet,smoker,likes_pets,pet_allergy,frequent_visits,remote_worker,plays_sports,listens_loud_music,preferred_music_genre,ideal_weekend_plan,noise_tolerance,shares_common_items,relationship_status
1221,Night owl,Morning,Low,High School,729,"French, English",Balanced,4,No,Yes,Order,Yes,Yes,Yes,Yes,No,No,Yes,No,Rock,Hike,High,Yes,Relationship
1222,Flexible,Night,Low,Master's,905,French,Balanced,2,No,Yes,Cook,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Pop,Travel,Low,No,Single
1223,Night owl,Night,Low,High School,855,"English, Spanish, French",Balanced,4,Yes,No,Cook,Yes,Yes,No,No,Yes,Yes,No,No,Pop,Hike,Medium,No,Single
1224,Early bird,Afternoon,Low,High School,820,"Italian, German",Introvert,3,Yes,No,Cook,Yes,No,Yes,No,Yes,No,No,Yes,Jazz,Family Time,High,Yes,Relationship
1225,Night owl,Night,High,High School,958,German,Introvert,2,No,No,Order,No,No,No,No,No,Yes,No,Yes,Reggaeton,Chill,High,Yes,Single
1226,Night owl,Night,Medium,PhD,1089,"English, French, Spanish",Introvert,1,Yes,No,Order,No,Yes,No,Yes,No,Yes,No,Yes,Reggaeton,Party,Medium,Yes,Relationship
1227,Flexible,Night,Low,High School,1174,German,Balanced,5,No,Yes,Cook,Yes,Yes,No,No,No,Yes,No,No,Jazz,Hike,High,No,Relationship
1228,Flexible,Afternoon,High,PhD,1012,"English, Italian",Introvert,1,No,Yes,Cook,Yes,Yes,Yes,No,No,Yes,Yes,No,Classical,Party,Medium,No,Single
1229,Early bird,Night,Low,High School,603,"Italian, French",Extrovert,2,Yes,Yes,Cook,No,Yes,No,Yes,Yes,No,Yes,No,Rock,Party,High,No,Single
1230,Early bird,Morning,High,High School,604,"French, Italian, Spanish",Extrovert,5,Yes,No,Cook,No,No,Yes,No,No,Yes,Yes,No,Pop,Party,High,Yes,Relationship
1231,Night owl,Morning,Low,High School,465,English,Balanced,4,No,No,Cook,Yes,No,Yes,No,Yes,No,Yes,No,Rock,Chill,High,No,Relationship
1232,Early bird,Afternoon,Low,High School,700,"French, Italian, German",Introvert,5,No,No,Cook,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Rock,Chill,High,No,Single
1233,Night owl,Night,Low,PhD,572,Spanish,Extrovert,2,No,No,Cook,No,No,Yes,No,Yes,Yes,Yes,Yes,Reggaeton,Chill,Low,Yes,Relationship
1234,Night owl,Morning,Low,High School,690,"English, Spanish",Balanced,2,No,Yes,Order,No,Yes,Yes,No,No,No,Yes,No,Rock,Hike,Medium,No,Relationship
1235,Early bird,Afternoon,Low,High School,1199,"Italian, German",Extrovert,3,Yes,Yes,Cook,No,No,No,Yes,No,Yes,Yes,Yes,Reggaeton,Hike,Low,No,Single
1236,Night owl,Night,Medium,Bachelor's,371,"Spanish, German",Extrovert,2,No,No,Order,No,No,Yes,No,Yes,Yes,No,No,Jazz,Family Time,Low,Yes,Single
1237,Flexible,Afternoon,High,Master's,776,"Spanish, German",Balanced,4,Yes,No,Order,Yes,Yes,Yes,No,No,Yes,No,No,Classical,Chill,High,Yes,Single
1238,Early bird,Night,Medium,Master's,1100,German,Extrovert,1,Yes,Yes,Cook,Yes,No,Yes,Yes,Yes,No,No,Yes,Techno,Hike,Low,Yes,Relationship
1239,Early bird,Morning,Low,PhD,1079,Spanish,Extrovert,2,Yes,No,Order,No,Yes,No,Yes,No,Yes,No,No,Pop,Chill,Low,Yes,Relationship
1240,Flexible,Night,Medium,High School,663,"French, English",Balanced,5,No,Yes,Cook,No,Yes,No,No,No,No,Yes,Yes,Pop,Family Time,Medium,Yes,Relationship
1241,Night owl,Morning,High,Master's,1166,"Italian, German, Spanish",Extrovert,4,No,No,Order,No,No,No,No,Yes,No,Yes,Yes,Classical,Hike,Medium,No,Single
1242,Early bird,Night,High,PhD,758,French,Introvert,3,No,No,Cook,Yes,Yes,No,Yes,Yes,No,Yes,No,Pop,Family Time,Low,No,Relationship
1243,Flexible,Afternoon,High,High School,1200,Italian,Introvert,1,Yes,No,Order,No,Yes,Yes,No,Yes,Yes,No,Yes,Classical,Travel,Medium,No,Relationship
1244,Flexible,Morning,Medium,PhD,509,"French, English",Introvert,2,Yes,Yes,Order,No,Yes,Yes,Yes,No,Yes,No,No,Techno,Chill,Low,No,Single
1245,Early bird,Night,High,PhD,938,"Italian, Spanish, English",Balanced,2,Yes,Yes,Cook,No,No,No,Yes,Yes,Yes,Yes,Yes,None,Travel,Medium,Yes,Single
1246,Flexible,Night,Medium,High School,1031,Spanish,Introvert,4,Yes,Yes,Order,Yes,No,No,Yes,Yes,Yes,No,No,Rock,Travel,Low,Yes,Single
1247,Flexible,Morning,High,Master's,1178,"German, French, Italian",Extrovert,5,Yes,No,Order,Yes,No,No,Yes,Yes,No,Yes,Yes,Rock,Travel,High,Yes,Relationship
1248,Early bird,Morning,High,Master's,510,English,Extrovert,2,No,No,Order,No,No,No,Yes,No,No,Yes,Yes,Rock,Hike,Medium,No,Single
1249,Flexible,Afternoon,High,PhD,960,"English, German",Balanced,2,No,No,Order,No,No,No,No,Yes,No,No,No,Rock,Hike,High,Yes,Relationship
1250,Night owl,Morning,High,PhD,554,Spanish,Introvert,4,No,No,Order,Yes,No,Yes,Yes,No,Yes,Yes,No,Reggaeton,Chill,High,No,Single
1251,Early bird,Morning,High,Master's,709,"Italian, Spanish",Introvert,2,Yes,No,Order,No,No,No,Yes,Yes,Yes,No,Yes,Techno,Family Time,Medium,No,Single
1252,Night owl,Night,Medium,Bachelor's,1086,Italian,Balanced,2,No,No,Cook,No,Yes,No,Yes,No,Yes,Yes,Yes,Jazz,Hike,High,Yes,Single
1253,Early bird,Morning,Low,High School,537,"English, Spanish, French",Introvert,2,Yes,Yes,Cook,No,Yes,No,No,No,No,No,No,None,Chill,Medium,Yes,Relationship
1254,Flexible,Afternoon,Medium,Bachelor's,988,French,Balanced,5,No,Yes,Order,No,No,No,No,No,Yes,Yes,No,Reggaeton,Family Time,High,Yes,Single
1255,Early bird,Morning,Medium,Bachelor's,1090,"Spanish, Italian, English",Extrovert,5,Yes,No,Cook,No,No,No,Yes,No,Yes,Yes,No,Rock,Travel,Medium,Yes,Relationship
1256,Night owl,Afternoon,High,High School,884,English,Introvert,2,Yes,Yes,Cook,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Pop,Family Time,High,No,Relationship
1257,Night owl,Morning,Low,PhD,632,"English, Spanish, French",Extrovert,4,No,Yes,Cook,No,Yes,Yes,No,No,No,No,No,Classical,Party,Low,Yes,Single
1258,Night owl,Night,Medium,PhD,1088,"Italian, English, Spanish",Introvert,2,Yes,No,Cook,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Pop,Hike,Medium,Yes,Relationship
1259,Night owl,Morning,Medium,Bachelor's,698,"Italian, Spanish",Extrovert,1,Yes,Yes,Cook,No,No,No,No,No,Yes,No,Yes,Rock,Party,High,Yes,Relationship
1260,Night owl,Morning,High,PhD,960,"English, Spanish, German",Introvert,1,No,Yes,Cook,Yes,No,No,No,Yes,Yes,No,No,Classical,Chill,High,Yes,Relationship
1261,Flexible,Afternoon,Low,Master's,1106,English,Balanced,5,Yes,Yes,Order,Yes,No,No,Yes,Yes,No,Yes,No,Rock,Party,High,No,Relationship
1262,Night owl,Morning,Medium,PhD,1136,"Italian, German",Introvert,4,Yes,No,Cook,Yes,No,No,Yes,Yes,Yes,Yes,Yes,None,Family Time,Medium,Yes,Relationship
1263,Flexible,Morning,High,High School,492,German,Extrovert,5,Yes,No,Cook,No,Yes,No,Yes,No,Yes,No,No,Techno,Family Time,Medium,No,Relationship
1264,Night owl,Afternoon,High,High School,918,"Italian, French",Introvert,3,No,No,Order,No,Yes,No,No,No,Yes,Yes,Yes,Jazz,Hike,Low,No,Relationship
1265,Flexible,Afternoon,High,PhD,985,"English, Spanish",Balanced,2,Yes,Yes,Order,No,Yes,Yes,No,No,Yes,Yes,Yes,Classical,Hike,Medium,No,Single
1266,Night owl,Afternoon,Low,Bachelor's,748,English,Introvert,1,Yes,Yes,Order,No,Yes,No,No,Yes,Yes,Yes,Yes,Classical,Hike,High,Yes,Single
1267,Early bird,Afternoon,High,Master's,494,"Spanish, German, English",Introvert,4,Yes,Yes,Order,Yes,No,Yes,No,No,No,No,No,Jazz,Hike,Medium,No,Relationship
1268,Flexible,Night,High,Bachelor's,875,"German, Italian",Extrovert,5,No,No,Order,No,Yes,Yes,No,No,Yes,No,No,Jazz,Chill,High,No,Single
1269,Flexible,Afternoon,Medium,High School,986,"English, Italian, Spanish",Extrovert,1,Yes,Yes,Order,No,No,No,Yes,No,No,No,No,Reggaeton,Family Time,Low,No,Single
1270,Night owl,Night,Medium,High School,1116,"French, English",Balanced,3,Yes,Yes,Order,Yes,Yes,No,No,No,No,Yes,Yes,Classical,Hike,High,No,Relationship
1271,Flexible,Morning,High,Master's,1158,"German, English",Extrovert,1,Yes,Yes,Cook,Yes,Yes,No,No,No,Yes,No,Yes,Techno,Hike,Low,Yes,Single
1272,Early bird,Morning,Low,Master's,1186,"French, English, German",Balanced,4,No,No,Order,No,No,No,Yes,Yes,Yes,Yes,Yes,Pop,Party,High,Yes,Single
1273,Flexible,Morning,Medium,Bachelor's,988,"Spanish, German, French",Introvert,3,Yes,Yes,Cook,Yes,No,Yes,Yes,No,Yes,No,Yes,Reggaeton,Chill,Medium,No,Single
1274,Flexible,Afternoon,Medium,High School,357,"English, German, Spanish",Introvert,3,No,Yes,Cook,No,Yes,No,Yes,No,Yes,Yes,Yes,Classical,Family Time,Medium,No,Relationship
1275,Early bird,Night,Low,Bachelor's,1029,English,Introvert,2,No,Yes,Cook,No,Yes,No,No,Yes,Yes,Yes,No,Jazz,Party,High,No,Relationship
1276,Night owl,Morning,Low,Bachelor's,625,"Spanish, Italian, French",Balanced,3,No,No,Order,No,No,No,No,No,No,No,Yes,Classical,Travel,Low,Yes,Single
1277,Night owl,Night,Medium,Bachelor's,836,"Italian, German, French",Introvert,1,Yes,Yes,Order,Yes,No,Yes,Yes,No,Yes,Yes,No,None,Hike,Medium,No,Single
1278,Early bird,Night,Low,Master's,990,"English, Spanish",Introvert,5,Yes,No,Cook,No,Yes,No,Yes,No,Yes,Yes,No,Classical,Hike,Low,Yes,Relationship
1279,Night owl,Morning,High,Master's,1168,"Spanish, German",Balanced,2,Yes,Yes,Order,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Rock,Chill,Low,No,Single
1280,Early bird,Morning,Low,Bachelor's,397,Spanish,Introvert,1,Yes,Yes,Order,No,Yes,Yes,No,Yes,No,No,No,Reggaeton,Family Time,Low,Yes,Single
1281,Early bird,Morning,Medium,Master's,399,"English, German",Introvert,2,Yes,Yes,Order,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Jazz,Family Time,Low,No,Single
1282,Flexible,Night,High,High School,522,"English, Spanish, Italian",Extrovert,4,No,Yes,Cook,No,No,No,Yes,Yes,Yes,No,No,Techno,Chill,Medium,Yes,Single
1283,Early bird,Night,Low,Master's,655,"German, Italian, French",Balanced,3,Yes,No,Order,Yes,Yes,Yes,No,No,No,No,Yes,None,Travel,High,Yes,Single
1284,Flexible,Night,Medium,Bachelor's,1126,"German, Italian, Spanish",Balanced,5,No,Yes,Order,Yes,Yes,No,Yes,No,No,No,Yes,Techno,Family Time,High,Yes,Single
1285,Early bird,Morning,Low,Master's,870,"Spanish, German",Extrovert,2,No,Yes,Cook,No,No,Yes,No,Yes,Yes,Yes,Yes,None,Hike,Medium,No,Relationship
1286,Early bird,Morning,Low,Master's,364,"Spanish, English, German",Introvert,4,Yes,No,Order,No,No,No,Yes,Yes,Yes,No,No,Reggaeton,Hike,Low,Yes,Relationship
1287,Early bird,Night,Medium,Bachelor's,398,"Spanish, English",Introvert,3,Yes,No,Order,Yes,Yes,Yes,Yes,No,No,No,No,None,Travel,Medium,No,Single
1288,Night owl,Afternoon,High,Bachelor's,595,"German, Spanish, Italian",Balanced,1,Yes,Yes,Cook,No,No,Yes,No,No,Yes,No,No,Techno,Hike,High,Yes,Relationship
1289,Night owl,Night,Low,PhD,1163,"Spanish, French, Italian",Extrovert,2,No,No,Order,No,Yes,No,No,Yes,Yes,No,Yes,Reggaeton,Party,Medium,No,Single
1290,Early bird,Night,High,High School,403,"French, English, Italian",Introvert,1,Yes,No,Order,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Rock,Travel,Low,Yes,Single
1291,Early bird,Afternoon,Medium,PhD,973,"English, Spanish",Extrovert,1,Yes,Yes,Order,No,Yes,Yes,Yes,No,Yes,Yes,No,Reggaeton,Hike,Medium,Yes,Relationship
1292,Night owl,Afternoon,Medium,Master's,961,"Spanish, Italian, French",Extrovert,2,Yes,No,Order,Yes,No,No,No,Yes,Yes,No,No,Techno,Party,Medium,No,Single
1293,Early bird,Afternoon,High,Master's,570,"Spanish, Italian, German",Balanced,4,Yes,Yes,Order,No,Yes,No,No,No,Yes,Yes,Yes,Classical,Party,Medium,Yes,Single
1294,Flexible,Afternoon,Medium,Bachelor's,608,"German, Italian, English",Balanced,3,No,No,Order,Yes,Yes,Yes,No,Yes,Yes,No,Yes,None,Chill,Low,No,Relationship
1295,Early bird,Morning,Low,Bachelor's,1099,"Italian, French, German",Balanced,2,No,Yes,Cook,No,Yes,No,No,No,No,No,No,Reggaeton,Chill,High,No,Relationship
1296,Early bird,Morning,Low,Master's,932,"French, German",Extrovert,5,Yes,No,Cook,No,Yes,No,Yes,No,Yes,Yes,Yes,Rock,Travel,High,No,Relationship
1297,Flexible,Morning,High,High School,743,"French, Italian",Balanced,3,No,No,Order,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Pop,Hike,Medium,Yes,Single
1298,Flexible,Night,Low,PhD,1156,Spanish,Extrovert,4,No,No,Order,No,No,Yes,No,No,No,No,No,Rock,Party,High,Yes,Single
1299,Flexible,Afternoon,Medium,High School,1042,"Italian, German",Introvert,4,No,No,Order,No,No,Yes,Yes,No,Yes,No,Yes,Reggaeton,Family Time,Low,Yes,Relationship
1300,Night owl,Morning,High,PhD,517,"German, French, Italian",Introvert,2,No,No,Cook,Yes,No,No,Yes,No,Yes,No,No,Jazz,Hike,Medium,Yes,Single
1301,Early bird,Night,Medium,High School,477,German,Extrovert,4,Yes,Yes,Cook,Yes,Yes,Yes,No,Yes,No,Yes,No,Rock,Family Time,Low,No,Relationship
1302,Flexible,Night,High,PhD,1030,"German, Spanish",Extrovert,1,Yes,Yes,Cook,No,Yes,Yes,Yes,No,No,Yes,Yes,Reggaeton,Party,High,Yes,Relationship
1303,Early bird,Morning,Low,High School,678,"Spanish, English, German",Introvert,3,No,Yes,Order,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Techno,Hike,High,No,Relationship
1304,Flexible,Morning,Medium,PhD,539,"English, French, Spanish",Balanced,4,No,No,Cook,No,Yes,Yes,Yes,No,No,Yes,No,Reggaeton,Travel,High,No,Relationship
1305,Early bird,Morning,Medium,PhD,597,"Italian, Spanish, French",Extrovert,3,No,No,Cook,No,No,Yes,Yes,No,Yes,Yes,No,Reggaeton,Hike,Medium,No,Single
1306,Night owl,Morning,High,PhD,432,English,Introvert,4,No,No,Order,No,Yes,Yes,Yes,No,No,No,No,Rock,Travel,Medium,Yes,Relationship
1307,Night owl,Night,Low,Bachelor's,642,French,Introvert,1,No,No,Order,No,No,No,Yes,No,Yes,No,Yes,Rock,Party,High,No,Relationship
1308,Night owl,Night,Medium,High School,772,Italian,Balanced,2,No,Yes,Order,Yes,Yes,No,No,No,No,No,Yes,Classical,Chill,Medium,Yes,Relationship
1309,Night owl,Morning,High,Master's,1188,"French, Spanish",Balanced,3,No,Yes,Cook,Yes,No,Yes,Yes,No,Yes,No,No,Rock,Hike,High,Yes,Relationship
1310,Flexible,Afternoon,Low,Bachelor's,652,"French, German, English",Balanced,4,No,No,Order,No,No,Yes,Yes,Yes,Yes,Yes,No,Pop,Travel,Low,Yes,Single
1311,Night owl,Morning,High,High School,896,"English, Italian",Balanced,3,Yes,No,Cook,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Classical,Hike,Medium,No,Single
1312,Early bird,Afternoon,Medium,Master's,451,"English, Spanish",Extrovert,4,No,Yes,Order,Yes,No,No,No,Yes,No,No,No,Techno,Chill,High,Yes,Relationship
1313,Flexible,Afternoon,Low,Bachelor's,1040,"French, Spanish, German",Extrovert,3,No,Yes,Cook,Yes,Yes,No,No,Yes,No,Yes,No,Techno,Family Time,Low,No,Relationship
1314,Flexible,Morning,Medium,Master's,1156,German,Extrovert,3,No,Yes,Cook,No,Yes,No,Yes,No,Yes,Yes,No,Jazz,Party,Medium,Yes,Single
1315,Night owl,Night,High,High School,1072,German,Introvert,3,No,Yes,Order,Yes,Yes,Yes,No,No,Yes,Yes,No,Classical,Travel,Medium,Yes,Relationship
1316,Early bird,Afternoon,Medium,PhD,1105,German,Extrovert,2,Yes,No,Order,No,Yes,No,No,No,No,Yes,No,None,Hike,High,Yes,Relationship
1317,Early bird,Afternoon,Medium,Master's,576,"Italian, English, Spanish",Balanced,4,No,No,Cook,Yes,No,Yes,No,Yes,Yes,Yes,No,None,Party,High,No,Relationship
1318,Night owl,Afternoon,Medium,High School,423,"English, German",Introvert,4,Yes,No,Order,Yes,No,Yes,No,Yes,No,Yes,No,Pop,Travel,Low,No,Relationship
1319,Night owl,Afternoon,Medium,High School,1097,"Italian, French",Extrovert,2,No,No,Order,No,Yes,Yes,Yes,No,No,Yes,Yes,Rock,Party,High,Yes,Single
1320,Night owl,Afternoon,Medium,Bachelor's,424,"Spanish, Italian",Balanced,1,No,No,Order,Yes,No,Yes,Yes,Yes,Yes,No,No,Jazz,Hike,Low,No,Single
1321,Flexible,Afternoon,Medium,Master's,600,"German, Italian",Introvert,5,Yes,No,Order,Yes,Yes,No,No,Yes,No,Yes,Yes,Techno,Hike,Low,No,Relationship
1322,Early bird,Afternoon,Medium,PhD,566,"German, French",Extrovert,3,Yes,No,Cook,No,No,No,Yes,Yes,No,Yes,No,Reggaeton,Family Time,High,No,Relationship
1323,Early bird,Night,Low,High School,470,"German, Italian",Introvert,2,No,No,Order,Yes,Yes,No,No,Yes,Yes,Yes,No,None,Party,High,Yes,Single
1324,Early bird,Morning,Low,PhD,1026,English,Introvert,4,No,Yes,Order,No,No,No,No,No,No,Yes,Yes,Pop,Hike,Medium,Yes,Single
1325,Night owl,Morning,High,PhD,798,"Italian, French, English",Introvert,4,No,Yes,Order,Yes,Yes,Yes,No,No,Yes,No,Yes,Pop,Chill,Low,Yes,Single
1326,Flexible,Night,Medium,Master's,360,"German, Spanish",Introvert,3,No,Yes,Cook,No,No,Yes,No,No,No,No,Yes,Rock,Party,High,Yes,Single
1327,Flexible,Morning,Medium,High School,1015,"Spanish, German",Balanced,4,No,No,Order,Yes,Yes,No,No,No,Yes,Yes,Yes,Reggaeton,Family Time,Medium,No,Relationship
1328,Early bird,Afternoon,Medium,PhD,853,Italian,Introvert,3,No,Yes,Cook,Yes,Yes,No,No,Yes,No,Yes,No,Jazz,Travel,Low,No,Relationship
1329,Flexible,Morning,Medium,Bachelor's,948,Italian,Balanced,3,Yes,Yes,Cook,No,No,Yes,Yes,Yes,No,No,Yes,Techno,Travel,High,Yes,Relationship
1330,Flexible,Afternoon,Low,Bachelor's,1117,"Spanish, Italian, French",Introvert,5,No,No,Cook,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Techno,Travel,Medium,No,Relationship
1331,Night owl,Morning,Low,Master's,991,German,Extrovert,3,Yes,Yes,Order,Yes,No,Yes,Yes,Yes,No,No,No,Classical,Party,Medium,Yes,Relationship
1332,Flexible,Night,Low,High School,1092,Italian,Balanced,1,No,No,Cook,Yes,No,Yes,No,Yes,Yes,Yes,No,Reggaeton,Family Time,Medium,Yes,Relationship
1333,Early bird,Morning,Medium,Bachelor's,877,Spanish,Balanced,2,No,Yes,Cook,No,Yes,No,No,Yes,No,No,Yes,Pop,Travel,Medium,Yes,Relationship
1334,Early bird,Afternoon,Medium,Bachelor's,1097,"English, French, German",Introvert,5,Yes,Yes,Order,No,No,Yes,No,Yes,Yes,Yes,Yes,Jazz,Chill,Medium,Yes,Single
1335,Flexible,Morning,Low,High School,461,"English, French",Introvert,5,No,No,Cook,No,No,No,No,No,Yes,Yes,No,Jazz,Chill,Medium,Yes,Relationship
1336,Early bird,Morning,Medium,Bachelor's,386,German,Balanced,3,Yes,No,Order,No,Yes,No,Yes,Yes,Yes,No,Yes,Reggaeton,Chill,High,Yes,Relationship
1337,Early bird,Morning,High,PhD,864,"English, Spanish",Balanced,2,Yes,No,Order,No,Yes,No,No,No,No,Yes,Yes,Jazz,Party,Low,Yes,Relationship
1338,Early bird,Afternoon,High,Bachelor's,1174,"Spanish, Italian",Introvert,5,No,Yes,Order,Yes,No,Yes,No,No,No,Yes,No,Rock,Party,Low,No,Relationship
1339,Flexible,Morning,Low,PhD,893,Spanish,Extrovert,3,Yes,No,Cook,No,No,Yes,No,Yes,Yes,No,No,Classical,Party,Medium,No,Single
1340,Early bird,Night,High,Master's,722,"English, French",Extrovert,5,Yes,No,Order,No,No,No,No,No,No,No,Yes,Pop,Family Time,Low,Yes,Relationship
1341,Night owl,Night,High,Master's,635,French,Introvert,5,No,No,Cook,No,No,No,No,Yes,Yes,Yes,Yes,Classical,Chill,Low,No,Relationship
1342,Flexible,Morning,Medium,Master's,963,"French, Spanish, English",Balanced,2,No,Yes,Order,No,No,Yes,No,Yes,Yes,No,Yes,Classical,Party,High,Yes,Single
1343,Night owl,Afternoon,High,Master's,845,German,Extrovert,2,No,No,Cook,No,Yes,Yes,Yes,Yes,No,Yes,No,Jazz,Chill,Medium,Yes,Single
1344,Flexible,Night,High,Bachelor's,694,"Spanish, German, Italian",Introvert,1,No,No,Order,Yes,Yes,No,No,Yes,No,Yes,Yes,Jazz,Travel,Low,Yes,Single
1345,Flexible,Afternoon,High,Bachelor's,383,"Spanish, French, German",Introvert,1,Yes,No,Order,Yes,No,No,No,Yes,No,Yes,No,Pop,Chill,Medium,No,Relationship
1346,Flexible,Afternoon,Medium,Master's,820,"English, French",Extrovert,4,No,No,Cook,Yes,Yes,No,No,Yes,No,Yes,No,Pop,Chill,High,Yes,Relationship
1347,Night owl,Afternoon,Medium,High School,483,"Spanish, Italian",Extrovert,4,Yes,No,Order,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Reggaeton,Party,Medium,No,Single
1348,Flexible,Afternoon,Low,Master's,842,"Spanish, Italian, French",Introvert,5,Yes,Yes,Cook,Yes,No,No,Yes,No,Yes,No,Yes,Techno,Family Time,High,Yes,Relationship
1349,Night owl,Morning,Low,High School,1162,"Italian, French",Extrovert,2,Yes,Yes,Order,No,No,No,No,No,No,Yes,Yes,Jazz,Travel,High,No,Relationship
1350,Early bird,Night,Medium,Bachelor's,808,"French, Italian, English",Introvert,4,Yes,No,Cook,No,Yes,No,No,No,No,No,Yes,Rock,Party,High,No,Relationship
1351,Night owl,Morning,Medium,Master's,1052,Spanish,Introvert,4,No,No,Cook,Yes,No,Yes,Yes,No,No,Yes,Yes,Reggaeton,Travel,Low,No,Relationship
1352,Night owl,Morning,High,High School,619,Spanish,Extrovert,5,No,Yes,Cook,Yes,No,Yes,Yes,No,No,No,No,Techno,Party,High,Yes,Relationship
1353,Early bird,Afternoon,Low,Master's,1090,German,Introvert,4,No,Yes,Order,Yes,Yes,Yes,Yes,No,No,No,No,Classical,Travel,Low,No,Single
1354,Early bird,Night,Low,Bachelor's,700,"Italian, Spanish",Extrovert,2,Yes,Yes,Cook,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Classical,Family Time,Low,Yes,Relationship
1355,Early bird,Afternoon,High,PhD,1110,"German, Italian",Extrovert,2,No,No,Order,Yes,No,Yes,Yes,Yes,Yes,No,No,Techno,Chill,Low,Yes,Relationship
1356,Early bird,Night,Low,PhD,957,"Italian, French",Introvert,3,Yes,No,Cook,Yes,No,No,Yes,No,No,No,No,Reggaeton,Chill,High,No,Relationship
1357,Early bird,Afternoon,Medium,Master's,433,"Italian, French, Spanish",Extrovert,2,No,No,Cook,No,No,No,No,No,No,Yes,No,None,Chill,Medium,Yes,Single
1358,Night owl,Night,Medium,PhD,411,French,Balanced,1,No,Yes,Cook,No,No,Yes,Yes,Yes,No,No,No,Classical,Chill,Low,No,Single
1359,Early bird,Morning,Low,PhD,429,Spanish,Extrovert,5,Yes,Yes,Cook,Yes,No,Yes,Yes,No,Yes,Yes,No,Techno,Hike,Medium,Yes,Single
1360,Flexible,Night,Low,Master's,506,"French, Spanish",Introvert,5,Yes,No,Order,Yes,No,Yes,Yes,No,No,Yes,Yes,Rock,Party,Low,No,Single
1361,Night owl,Morning,High,PhD,926,"German, English, Spanish",Introvert,5,Yes,Yes,Cook,Yes,No,Yes,No,Yes,No,Yes,Yes,Techno,Travel,Low,No,Relationship
1362,Flexible,Morning,Medium,PhD,665,"French, Italian, German",Extrovert,5,Yes,Yes,Cook,Yes,No,Yes,No,Yes,Yes,No,Yes,Classical,Family Time,Medium,Yes,Single
1363,Flexible,Night,High,Master's,1052,"Spanish, German",Introvert,1,Yes,No,Order,No,No,No,No,Yes,No,Yes,No,Classical,Hike,Low,No,Single
1364,Flexible,Afternoon,Low,PhD,411,"German, Spanish, French",Introvert,3,Yes,No,Cook,Yes,No,No,Yes,No,No,No,Yes,Reggaeton,Party,Low,No,Single
1365,Flexible,Afternoon,Medium,Master's,824,"Italian, French",Introvert,2,Yes,Yes,Order,No,Yes,No,No,No,No,No,No,Techno,Family Time,Medium,Yes,Relationship
1366,Early bird,Morning,High,Master's,909,"German, Italian",Balanced,5,No,Yes,Cook,Yes,No,Yes,Yes,Yes,Yes,No,No,Classical,Family Time,Low,Yes,Single
1367,Flexible,Morning,High,Bachelor's,943,"French, English",Balanced,2,No,No,Order,No,Yes,No,Yes,Yes,No,No,No,Pop,Travel,Medium,Yes,Single
1368,Night owl,Morning,Low,Bachelor's,906,"German, French, Italian",Introvert,4,No,No,Order,No,No,Yes,No,Yes,Yes,No,Yes,None,Chill,High,Yes,Relationship
1369,Night owl,Afternoon,Medium,Master's,387,English,Introvert,4,Yes,Yes,Order,Yes,Yes,No,Yes,No,Yes,Yes,No,Rock,Hike,Low,No,Relationship
1370,Night owl,Night,Low,PhD,1152,"Italian, French, German",Introvert,1,No,Yes,Cook,Yes,Yes,No,No,Yes,No,Yes,No,Pop,Travel,Medium,Yes,Relationship
1371,Flexible,Night,High,High School,391,"Italian, English, German",Extrovert,1,Yes,No,Cook,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Jazz,Chill,Medium,Yes,Single
1372,Flexible,Night,Medium,High School,641,"German, Italian, Spanish",Balanced,2,Yes,No,Order,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Techno,Family Time,Low,No,Relationship
1373,Early bird,Morning,Low,Bachelor's,637,"French, Spanish, English",Extrovert,5,No,No,Cook,No,No,Yes,Yes,Yes,No,Yes,No,Rock,Hike,High,No,Single
1374,Flexible,Morning,Low,Bachelor's,555,"Spanish, French",Introvert,5,No,No,Order,Yes,No,Yes,No,No,No,Yes,Yes,Pop,Chill,Low,No,Relationship
